Date,Adj Close,Close,High,Low,Open,Volume
2021-07-23,1838.331298828125,1889.25,1970.0,1885.0,1929.8499755859375,396771
2021-07-26,1808.4100341796875,1858.5,1901.0,1845.800048828125,1890.9000244140625,381916
2021-07-27,1753.9193115234375,1802.5,1870.0,1796.75,1860.0,466123
2021-07-28,1743.361572265625,1791.6500244140625,1845.0,1775.0,1809.0,343448
2021-07-29,1765.839111328125,1814.75,1826.8499755859375,1762.0,1800.0,254104
2021-07-30,1800.7716064453125,1850.6500244140625,1861.9000244140625,1811.75,1815.0,255158
2021-08-02,1815.5618896484375,1865.8499755859375,1881.1500244140625,1836.5,1869.949951171875,199500
2021-08-03,1822.373291015625,1872.8499755859375,1875.5,1845.050048828125,1872.0,146154
2021-08-04,1766.0823974609375,1815.0,1875.25,1800.0,1875.0,324668
2021-08-05,1770.1204833984375,1819.1500244140625,1845.9000244140625,1800.0,1826.0,207130
2021-08-06,1762.4822998046875,1811.300048828125,1843.0,1799.0999755859375,1823.5,155490
2021-08-09,1760.1468505859375,1808.9000244140625,1828.8499755859375,1800.0,1822.0,151628
2021-08-10,1767.8824462890625,1816.8499755859375,1858.800048828125,1802.6500244140625,1827.0,441811
2021-08-11,1758.0546875,1806.75,1842.449951171875,1795.0,1828.9000244140625,286015
2021-08-12,1760.876708984375,1809.6500244140625,1836.5,1804.050048828125,1819.4000244140625,161242
2021-08-13,1849.0347900390625,1900.25,1917.0,1815.1500244140625,1822.0,562355
2021-08-16,1869.37158203125,1921.1500244140625,1956.0999755859375,1901.25,1918.0,548973
2021-08-17,1869.031005859375,1920.800048828125,1945.300048828125,1912.0,1930.0,183084
2021-08-18,1853.5107421875,1904.8499755859375,1949.0,1890.0,1949.0,166172
2021-08-20,1832.2010498046875,1882.949951171875,1905.199951171875,1865.5,1872.0,196888
2021-08-23,1780.92138671875,1830.25,1914.699951171875,1810.699951171875,1896.0,247602
2021-08-24,1777.7103271484375,1826.949951171875,1850.75,1812.449951171875,1830.0,136045
2021-08-25,1814.102294921875,1864.3499755859375,1891.6500244140625,1826.949951171875,1828.0,229701
2021-08-26,1807.1937255859375,1857.25,1882.4000244140625,1832.050048828125,1880.75,187893
2021-08-27,1843.488525390625,1894.550048828125,1910.0999755859375,1850.050048828125,1856.0,336353
2021-08-30,1978.7420654296875,2033.550048828125,2048.0,1902.300048828125,1906.0,1745651
2021-08-31,2011.777099609375,2067.5,2124.300048828125,2039.0,2052.35009765625,1444108
2021-09-01,2069.332763671875,2126.64990234375,2164.0,2030.3499755859375,2086.050048828125,939984
2021-09-02,2152.47998046875,2212.10009765625,2222.0,2110.10009765625,2135.0,873118
2021-09-03,2172.135498046875,2232.300048828125,2249.0,2201.0,2220.0,573821
2021-09-06,2263.990966796875,2326.699951171875,2365.14990234375,2211.10009765625,2246.0,1155548
2021-09-07,2340.56982421875,2405.39990234375,2503.0,2332.449951171875,2344.39990234375,2044422
2021-09-08,2341.834716796875,2406.699951171875,2450.0,2385.050048828125,2405.0,696056
2021-09-09,2319.79541015625,2384.050048828125,2426.199951171875,2355.89990234375,2410.0,500919
2021-09-13,2376.524169921875,2442.35009765625,2482.0,2376.949951171875,2392.0,1088121
2021-09-14,2396.56884765625,2462.949951171875,2489.800048828125,2438.10009765625,2460.0,495313
2021-09-15,2386.741455078125,2452.85009765625,2488.300048828125,2423.0,2474.0,341663
2021-09-16,2376.475341796875,2442.300048828125,2481.85009765625,2430.0,2451.0,269835
2021-09-17,2438.215576171875,2505.75,2573.75,2442.5,2455.0,2205385
2021-09-20,2415.73779296875,2482.64990234375,2627.0,2462.699951171875,2529.800048828125,1756303
2021-09-21,2348.45166015625,2413.5,2533.5,2352.0,2503.60009765625,1181038
2021-09-22,2337.212890625,2401.949951171875,2475.64990234375,2370.0,2449.699951171875,705246
2021-09-23,2361.247314453125,2426.64990234375,2457.0,2413.35009765625,2423.699951171875,370665
2021-09-24,2344.705078125,2409.64990234375,2447.699951171875,2383.0,2442.0,336516
2021-09-27,2311.91357421875,2375.949951171875,2427.0,2360.050048828125,2427.0,309964
2021-09-28,2285.690185546875,2349.0,2404.10009765625,2321.0,2383.0,347504
2021-09-29,2275.035400390625,2338.050048828125,2355.0,2305.0,2339.89990234375,328673
2021-09-30,2324.612060546875,2389.0,2424.0,2332.0,2353.949951171875,571923
2021-10-01,2283.5009765625,2346.75,2387.0,2332.0,2387.0,313918
2021-10-04,2369.956298828125,2435.60009765625,2479.199951171875,2358.0,2358.800048828125,897779
2021-10-05,2383.189208984375,2449.199951171875,2469.64990234375,2410.25,2452.0,440162
2021-10-06,2311.718994140625,2375.75,2519.0,2350.0,2459.800048828125,943797
2021-10-07,2354.435791015625,2419.64990234375,2448.949951171875,2392.300048828125,2414.0,303313
2021-10-08,2461.6171875,2529.800048828125,2609.89990234375,2441.35009765625,2446.199951171875,2240290
2021-10-11,2467.69873046875,2536.050048828125,2648.0,2490.0,2540.0,1039290
