Date,Adj Close,Close,High,Low,Open,Volume
2021-07-23,1316.3529052734375,1320.1199951171875,1324.39501953125,1294.5050048828125,1304.4000244140625,2898700
2021-07-26,1348.6455078125,1352.5050048828125,1357.5450439453125,1315.489990234375,1319.9000244140625,4211700
2021-07-27,1376.8447265625,1380.7850341796875,1384.4949951171875,1350.31494140625,1353.114990234375,4134150
2021-07-28,1393.068359375,1397.0550537109375,1400.0999755859375,1375.5,1384.7850341796875,3194930
2021-07-29,1455.7388916015625,1459.905029296875,1492.5,1394.010009765625,1396.0,7105140
2021-07-30,1418.161376953125,1422.219970703125,1461.385009765625,1416.0999755859375,1460.5,3545430
2021-08-02,1408.484130859375,1412.5150146484375,1439.9949951171875,1408.2550048828125,1437.5,2647090
2021-08-03,1425.420654296875,1429.5,1431.8349609375,1416.0,1425.0,2024300
2021-08-04,1414.67138671875,1418.719970703125,1448.5,1415.6099853515625,1428.9949951171875,2831940
2021-08-05,1395.496337890625,1399.489990234375,1424.8900146484375,1396.1600341796875,1420.780029296875,2915270
2021-08-06,1396.5682373046875,1400.56494140625,1410.8699951171875,1397.5,1407.0,1374730
2021-08-09,1420.2255859375,1424.2900390625,1446.0,1400.760009765625,1400.760009765625,3188650
2021-08-10,1399.6444091796875,1403.6500244140625,1433.375,1400.4000244140625,1427.0,2063630
2021-08-11,1416.5660400390625,1420.6199951171875,1423.344970703125,1385.2750244140625,1409.9000244140625,2118500
2021-08-12,1429.9775390625,1434.0699462890625,1438.0,1413.0,1421.0,1609340
2021-08-13,1427.6641845703125,1431.75,1443.0899658203125,1426.5,1434.0,1538430
2021-08-16,1450.778076171875,1454.9300537109375,1460.699951171875,1430.9000244140625,1431.6400146484375,2432620
2021-08-17,1469.5194091796875,1473.7249755859375,1480.0,1436.0050048828125,1452.5,2420690
2021-08-18,1496.3526611328125,1500.635009765625,1523.800048828125,1473.6700439453125,1473.7249755859375,3917340
2021-08-20,1493.5806884765625,1497.85498046875,1514.9000244140625,1480.0050048828125,1485.635009765625,2750520
